,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,age
202,0,0,1,0,0,3,3,1,2,3,1,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14,17
203,0,1,0,0,1,1,2,0,2,1,1,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9,9,10,17
204,0,0,1,0,1,2,3,3,3,0,1,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12,13,16
205,0,0,1,0,1,1,1,0,3,0,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11,12,17
206,0,1,1,0,1,1,2,0,3,2,2,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,10,11,12,17
207,0,1,0,0,1,3,3,3,3,3,1,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10,10,16
208,0,1,1,0,1,2,3,2,2,1,0,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12,12,16
209,0,0,1,1,1,2,4,3,3,0,0,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16,17
210,0,1,1,0,1,4,4,3,4,1,1,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,14,17
211,0,1,0,1,1,3,3,4,2,1,0,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,10,11,12,16
212,0,0,1,0,1,4,4,3,4,1,1,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14,15,16,17
213,0,0,1,1,1,4,4,4,4,3,1,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11,16
214,0,0,1,0,1,4,3,1,2,1,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,14,15,16
215,0,0,1,0,1,2,3,2,2,3,1,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12,12,16
216,0,0,1,0,1,1,1,2,2,0,1,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15,15,17
217,0,0,0,0,1,2,2,2,2,3,1,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13,13,13,17
218,0,0,0,0,1,2,2,3,3,3,1,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,13,16
219,0,0,1,0,1,3,4,0,3,1,1,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9,8,17
220,0,0,1,0,0,3,1,3,2,0,1,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,11,11,12,16
221,0,0,1,0,1,4,3,4,2,2,1,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15,15,16
222,0,0,1,0,1,1,1,0,2,1,1,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12,13,13,16
223,0,0,0,0,1,4,3,4,2,3,1,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12,17
224,0,0,1,0,1,3,3,2,2,3,2,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12,12,19
225,0,1,1,1,1,4,4,3,2,1,1,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13,12,12,17
226,0,0,1,0,0,2,2,2,2,3,1,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13,13,16
227,0,1,1,0,1,2,2,3,2,1,1,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12,11,11,18
228,0,0,0,1,1,4,4,3,2,2,1,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11,17
229,0,0,1,1,1,3,2,2,2,3,1,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15,17
230,0,0,1,0,1,4,3,2,2,3,1,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11,9,10,17
231,0,1,1,1,1,3,3,3,1,1,0,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,10,10,18
232,0,0,1,0,1,2,3,0,2,1,0,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13,17
233,0,0,1,0,1,2,2,0,0,0,1,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12,13,17
234,0,0,0,0,1,2,1,0,3,3,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10,11,17
235,0,0,1,0,1,1,1,0,2,3,1,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12,12,17
236,0,0,1,0,1,2,3,3,4,2,1,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,13,13,14,16
237,0,1,1,0,1,2,2,2,2,1,1,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10,18
238,0,0,1,0,1,4,4,4,3,1,1,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16,16
239,0,0,0,0,1,3,1,2,2,3,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8,18
240,0,0,1,0,1,3,2,2,2,0,1,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17,17
241,0,1,1,1,1,2,3,3,3,3,0,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11,17
242,0,1,1,1,1,2,1,0,2,0,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11,18
243,0,0,1,0,0,2,1,2,2,0,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16,17
244,0,0,1,1,1,4,3,1,2,3,0,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12,17
245,0,1,0,0,1,2,2,2,2,0,0,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13,17
246,0,1,1,0,1,4,4,4,4,3,1,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13,17
247,0,1,1,0,1,4,4,1,2,3,0,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14,16
248,0,1,1,1,1,1,1,2,2,1,1,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9,16
249,0,1,1,0,1,3,2,0,2,3,1,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12,16
250,0,1,1,1,1,2,2,2,2,1,0,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16,16,17
251,0,0,1,0,1,2,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10,16
252,0,0,1,0,0,4,1,2,2,1,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13,16
253,0,0,1,1,0,2,4,3,2,0,1,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10,10,18
254,0,0,1,1,1,2,2,0,3,0,1,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,9,8,10,18
255,0,0,1,0,1,3,3,2,2,0,1,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7,18
256,0,1,1,0,1,2,2,2,0,0,2,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,26,7,8,8,18
257,0,1,1,0,1,4,4,4,4,0,1,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9,17
258,0,0,1,0,1,3,2,2,2,0,0,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15,17
259,0,0,1,1,1,1,1,0,0,0,1,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10,17
260,0,0,1,0,1,1,2,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11,16
261,0,0,0,0,1,2,1,0,3,0,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13,13,17
262,0,0,0,1,0,1,4,2,2,0,2,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8,17
263,0,1,1,0,1,2,2,2,3,3,0,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,7,8,18
264,0,0,1,1,0,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,11,9,10,17
265,0,0,0,1,1,1,1,0,2,0,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15,17
266,0,0,1,1,0,4,2,4,2,0,1,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14,17
267,0,1,1,1,1,4,3,1,2,0,1,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15,17
268,0,1,0,1,0,4,4,4,2,0,1,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12,17
269,0,1,1,1,1,4,3,4,2,0,1,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15,16
270,0,1,1,0,1,4,4,3,3,0,1,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15,16
271,0,0,1,0,1,4,4,4,3,0,1,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12,17
272,0,1,0,0,1,1,1,2,2,1,0,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15,17
273,0,0,1,0,1,3,3,3,2,1,1,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11,17
274,0,0,1,0,1,1,1,0,2,0,1,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10,17
275,0,0,1,0,1,2,1,2,2,0,2,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11,18
276,0,1,1,0,1,2,1,2,2,0,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16,16
277,0,0,1,0,1,1,1,2,3,0,0,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11,17
278,0,1,1,0,1,2,3,2,2,0,0,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13,17
279,0,1,1,0,1,3,1,3,3,2,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8,5,22
280,0,1,0,1,1,3,3,2,3,0,1,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10,18
281,0,1,1,0,1,0,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11,16
282,0,1,1,0,1,3,2,3,2,0,1,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8,7,18
283,0,1,1,0,1,3,3,0,2,3,2,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11,10,16
284,0,1,1,0,1,2,1,3,3,2,1,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8,6,18
285,0,1,0,0,1,2,1,2,2,0,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13,12,16
286,0,1,0,0,1,2,1,2,2,0,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,13,17
287,0,1,1,1,1,1,1,1,2,0,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,9,10,10,17
288,0,0,1,1,0,2,1,2,2,0,1,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12,13,18
289,0,0,1,1,1,4,2,4,3,3,1,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15,17,17
290,0,0,1,0,1,2,2,3,3,1,1,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10,10,11,19
291,0,1,1,1,1,2,1,3,2,0,1,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10,11,18
292,0,0,0,0,1,4,2,2,2,0,1,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,11,12,14,17
293,0,0,1,1,1,1,1,2,0,1,1,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12,14,18
294,0,0,0,0,1,2,2,2,2,1,1,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11,13,18
295,0,1,1,1,0,4,3,3,0,3,1,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,11,13,14,19
296,0,1,1,0,1,2,1,2,2,1,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16,16,18
297,0,1,0,0,1,2,2,2,3,2,1,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10,10,17
298,0,0,1,1,1,2,2,3,3,0,0,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12,17
299,0,0,0,0,1,2,1,2,2,0,2,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12,12,20
300,0,0,1,0,1,4,3,3,2,1,0,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15,18
301,0,1,1,0,1,4,3,4,2,0,1,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11,18
302,0,1,0,0,1,3,2,2,2,0,1,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12,18
303,0,0,1,0,1,3,3,2,2,1,1,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13,17
304,0,0,1,0,1,2,2,0,3,1,1,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13,18
305,0,1,1,0,1,2,2,2,2,1,0,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8,9,17
306,0,1,0,1,0,3,4,2,2,3,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,3,4,1,6,15,16,16,18
307,0,1,1,0,1,3,1,3,2,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14,17
308,0,0,0,0,1,4,4,4,2,3,1,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11,12,18
309,0,1,1,0,1,4,2,1,2,3,0,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14,18
310,0,0,0,0,1,2,1,2,2,3,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9,10,18
311,0,0,1,0,1,3,3,2,3,1,2,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,11,12,12,19
312,0,0,1,0,1,2,3,2,3,3,0,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16,18
313,0,0,1,1,1,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13,13,18
314,0,1,0,0,1,1,2,0,0,1,1,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,2,16,17,18,17
315,0,0,1,0,1,2,1,2,2,1,1,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14,14,15,18
316,0,0,1,0,1,2,4,0,1,3,1,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16,16,17
317,0,0,1,1,1,2,2,3,2,0,1,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,17
318,0,0,0,0,0,3,2,2,3,1,1,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,12,9,10,18
319,0,1,1,0,1,4,4,4,3,1,1,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12,12,18
320,0,0,1,0,1,4,4,1,1,3,0,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,2,14,12,13,18
321,0,0,1,0,1,2,2,2,3,3,0,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15,15,17
322,0,0,0,0,1,3,2,3,3,3,0,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,9,8,10,19
323,0,1,1,1,1,4,3,4,3,0,1,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,10,10,18
324,0,1,1,0,1,1,2,0,2,1,2,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,10,10,11,18
325,0,1,1,1,0,4,1,3,2,1,1,2,1,0,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,11,11,10,17
326,0,1,1,1,0,3,2,4,3,1,1,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,13,13,13,17
327,0,0,0,1,1,1,1,0,2,3,1,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,17,17,18,18
328,0,0,1,0,1,1,1,2,2,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,12,13,13,18
329,0,0,1,0,1,2,2,2,2,0,1,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,12,12,14,17
330,0,0,1,0,1,2,1,2,2,3,1,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,12,13,14,18
331,0,1,1,0,1,1,1,2,2,3,0,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,12,12,17
332,0,0,1,0,1,2,2,0,0,2,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,2,0,18,18,18,18
333,0,0,1,0,1,1,1,3,4,3,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,13,13,14,17
334,0,1,1,0,1,2,1,3,3,3,1,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,14,15,15,18
335,0,1,1,1,0,4,4,4,4,3,1,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,17,17,18
336,0,1,1,0,1,4,2,4,2,1,1,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16,16,18
337,0,0,1,0,1,4,3,1,3,3,1,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,17,18,18,17
338,0,0,0,1,1,3,1,3,2,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,18,19,19,17
339,0,1,0,1,1,3,2,3,2,3,1,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,14,15,15,18
340,0,1,1,0,1,3,3,1,2,1,1,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15,15,17
341,0,0,1,0,1,4,4,1,2,3,2,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,14,13,13,19
342,0,0,1,1,1,4,3,2,2,1,2,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,13,14,14,18
343,0,0,1,0,1,4,3,2,2,3,0,1,4,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,17,17,18
344,0,1,1,1,1,4,4,4,4,1,1,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18,17,18
345,0,0,1,1,0,4,4,1,2,1,1,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,14,15,15,18
346,0,1,1,1,1,4,4,2,4,1,0,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,12,13,13,17
347,0,0,0,0,1,4,4,3,3,3,1,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,7,7,8,17
348,0,0,1,0,1,4,2,2,2,3,1,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,16,16,17
349,0,0,1,0,1,3,2,1,1,3,0,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,18,18,18,17
350,0,1,0,1,1,2,1,0,3,0,1,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,9,10,11,19
351,0,1,1,0,0,3,2,3,2,0,2,1,1,2,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,14,15,15,20
352,0,1,0,0,1,3,3,2,3,3,0,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,10,10,11,19
353,0,0,1,0,1,1,4,2,4,1,1,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,10,10,11,18
354,0,0,1,0,1,2,1,3,2,0,1,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,2,1,2,12,12,15,18
355,0,0,1,0,1,2,3,2,2,0,0,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,11,12,14,17
356,0,0,0,0,1,4,4,4,4,0,1,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,15,16,17,17
357,0,0,1,0,1,4,3,2,2,0,1,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,14,15,17,18
358,0,0,1,1,1,4,3,1,3,0,1,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,12,12,15,18
359,0,0,0,0,1,3,4,0,3,0,0,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15,17,17
360,0,0,1,0,1,3,3,0,2,0,0,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,11,12,14,18
361,0,1,1,0,1,4,2,1,2,0,1,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,11,10,10,19
362,0,0,1,0,1,4,4,4,2,0,1,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,12,11,13,18
363,0,0,1,0,1,3,4,2,2,0,1,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,11,12,14,18
364,0,0,1,0,1,4,4,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,14,15,17,17
365,0,0,1,0,0,4,3,3,3,0,1,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,15,14,17,17
366,0,0,1,1,0,3,3,3,2,1,1,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,12,12,13,17
367,0,0,1,1,1,2,1,2,2,1,0,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,11,12,14,17
368,0,1,1,1,1,4,4,2,2,3,0,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9,11,18
369,0,0,1,0,1,1,1,2,2,0,2,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,10,10,11,19
370,0,0,1,1,0,1,1,2,2,0,2,3,2,2,0,1,0,0,0,1,1,1,5,3,4,1,1,4,2,8,8,9,19
371,0,0,1,0,1,2,2,2,2,0,1,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,10,10,10,18
372,0,0,1,0,1,2,2,2,2,0,1,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,14,13,13,17
373,0,0,0,1,1,2,2,3,3,0,1,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,11,11,10,17
374,0,0,1,0,1,3,1,3,3,0,0,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,0,17,18,17,17
375,0,0,1,1,1,0,2,0,0,1,0,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,14,14,15,17
376,0,0,1,0,1,1,1,2,2,1,1,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,14,14,14,18
377,0,1,1,0,1,4,4,2,2,0,1,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,13,14,13,18
378,0,1,1,0,1,3,3,2,3,3,1,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,17,18,17,17
379,0,1,0,0,1,2,2,3,2,0,1,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,11,10,10,17
380,0,0,1,0,1,4,4,4,3,0,1,1,3,0,0,1,0,1,1,1,1,0,5,4,4,1,3,4,0,13,12,13,17
381,0,0,1,0,1,4,4,4,4,0,1,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,15,14,15,17
382,0,0,1,0,1,3,3,0,2,0,1,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,11,12,11,17
383,0,1,1,1,1,2,2,2,2,0,1,1,4,0,0,1,1,1,1,1,1,0,4,5,5,2,4,5,0,11,11,12,18
384,0,1,0,0,1,3,2,0,3,1,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,10,19
385,0,0,1,0,1,2,2,0,2,0,1,4,2,0,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,10,9,10,18
386,0,0,0,0,1,2,4,0,2,0,0,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,15,15,17
387,0,1,1,0,1,2,2,2,2,3,1,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,14,15,18
388,0,0,1,0,1,3,3,3,3,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,10,11,12,18
389,0,0,1,1,1,2,2,2,2,1,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,10,9,12,18
390,0,0,0,0,1,2,2,0,2,0,1,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,14,13,14,18
391,0,0,1,0,1,3,4,3,2,0,1,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,11,13,14,17
392,0,0,1,0,1,3,2,2,2,1,1,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,12,13,15,17
393,0,0,1,1,1,3,3,3,3,1,1,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,14,14,15,18
394,0,0,0,0,0,3,2,2,2,1,1,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,14,14,16,17
395,0,1,1,0,1,4,4,4,3,1,0,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,12,12,13,18
396,0,1,1,1,1,3,4,3,2,1,1,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,16,16,17,18
397,0,0,1,0,0,2,2,0,0,1,0,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,10,12,14,17
398,0,0,1,0,1,2,3,0,2,0,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,11,12,14,18
399,0,0,1,0,1,3,2,2,3,2,1,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,14,16,17,18
400,0,1,0,0,1,4,3,4,3,0,1,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,14,17,18
401,0,1,1,0,1,4,3,4,2,0,1,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,13,14,18
402,0,0,1,0,1,4,3,1,2,3,1,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,11,12,13,17
403,0,0,1,0,1,2,1,3,2,0,1,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,12,15,15,17
404,0,0,1,0,1,2,1,3,2,3,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,12,16,16,17
405,0,0,1,1,0,2,3,0,2,1,2,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,10,11,11,19
