,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,age
408,2,2,1,2,0,4,4,4,1,3,3,11,9,11,12,18
409,3,4,1,2,0,4,3,5,1,4,2,9,13,14,15,18
410,2,2,1,2,0,4,3,4,1,3,4,0,13,17,17,17
411,4,4,1,3,0,4,4,2,1,2,4,2,12,15,15,17
412,4,2,1,2,0,4,2,2,1,1,3,0,14,17,17,18
413,1,1,2,2,2,5,3,3,5,2,4,21,9,10,10,21
414,1,1,2,3,0,3,2,2,1,3,3,8,11,15,15,20
415,4,4,1,1,1,3,2,5,4,4,5,5,9,10,11,19
416,3,2,1,2,0,4,4,4,1,2,5,10,16,18,18,17
417,3,2,1,3,0,4,3,4,1,2,2,5,14,17,17,18
418,2,3,1,1,0,3,1,3,4,5,4,13,13,14,14,18
419,2,1,1,1,0,5,3,4,1,4,4,10,7,11,11,19
420,2,2,2,2,0,4,1,4,1,3,4,10,14,17,17,18
421,1,0,2,1,1,5,3,1,1,1,5,5,8,10,10,20
422,3,2,1,2,0,3,1,2,1,2,1,4,10,13,13,18
423,1,3,2,1,0,4,3,3,1,3,5,11,10,11,11,16
424,2,2,2,2,0,4,4,4,1,1,5,0,12,12,12,16
425,1,1,1,1,1,4,1,3,1,1,2,6,10,10,10,15
426,3,3,2,1,0,5,4,4,2,3,5,4,10,10,11,15
427,2,3,2,2,0,4,5,2,1,2,5,0,16,17,17,16
428,2,1,2,1,0,1,3,4,1,1,1,0,6,8,9,15
429,4,4,1,2,0,5,3,2,1,3,2,5,10,11,11,16
430,1,2,1,3,0,4,4,3,1,1,5,0,10,11,11,16
431,3,2,1,2,1,4,5,4,1,2,5,0,10,10,10,17
432,1,1,1,1,1,5,4,4,2,2,5,0,6,6,7,17
433,4,4,2,1,0,1,5,1,3,5,5,0,13,14,14,15
434,2,2,2,4,0,1,2,1,1,1,1,4,10,9,11,16
435,1,1,2,2,0,5,4,3,1,2,4,0,10,10,10,15
436,1,1,2,1,1,4,4,3,1,2,2,4,6,7,8,15
437,0,2,2,1,0,3,2,3,1,2,2,0,12,11,12,16
438,2,3,2,1,0,5,5,5,1,3,3,2,10,11,12,17
439,3,3,2,1,0,4,1,3,1,1,4,0,14,16,16,15
440,1,1,2,2,0,5,4,5,4,5,3,0,7,0,0,16
441,1,1,1,2,0,4,4,3,2,4,5,4,8,9,9,17
442,4,1,1,2,0,5,3,4,1,2,2,0,12,13,14,15
443,4,1,1,2,0,5,3,4,1,2,2,7,7,9,8,15
444,3,4,3,2,0,3,4,5,1,2,5,4,9,10,11,16
445,1,1,4,2,0,5,4,5,2,4,4,8,7,9,9,15
446,3,3,1,2,0,5,3,3,1,1,5,0,11,11,11,15
447,2,1,3,1,0,5,5,5,5,5,3,8,8,10,9,17
448,4,4,2,3,0,4,2,2,1,1,4,6,16,16,17,16
449,1,2,2,1,0,5,1,2,1,1,1,3,11,13,13,15
450,2,3,3,2,0,4,5,4,1,2,1,2,15,15,15,16
451,1,2,2,2,0,4,3,3,1,1,5,0,10,11,11,16
452,2,2,3,2,0,4,4,5,1,1,4,4,9,10,11,16
453,1,2,1,3,1,1,3,2,1,2,4,0,10,8,8,16
454,1,2,1,3,1,1,3,2,1,2,4,3,9,8,8,16
455,2,1,1,2,0,4,4,2,3,3,2,0,9,10,9,15
456,1,1,1,2,0,5,4,3,2,1,2,0,13,14,15,16
457,1,2,1,1,0,5,5,5,5,5,3,4,10,11,11,17
458,1,1,4,4,0,4,3,2,1,1,1,0,13,10,13,16
459,1,1,4,3,0,4,4,3,1,1,5,2,10,9,10,16
460,1,1,2,2,0,4,3,3,1,1,2,1,11,10,11,15
461,1,1,2,1,0,4,2,2,4,3,2,0,13,12,14,16
462,1,1,3,2,0,4,2,1,1,2,2,0,13,14,14,15
463,2,2,1,3,0,4,4,3,2,2,5,2,14,11,12,15
464,1,1,2,1,0,3,4,4,3,4,5,6,11,11,11,16
465,1,2,1,2,1,3,4,4,2,3,5,9,9,8,8,18
466,3,1,2,1,0,3,2,3,1,3,4,0,10,9,11,15
467,2,2,3,2,0,5,3,4,1,1,2,1,14,13,14,16
468,2,2,3,1,0,4,3,3,1,2,4,1,13,12,13,15
469,4,4,1,2,0,4,3,1,1,1,3,0,13,12,13,16
470,3,3,1,2,0,4,5,4,1,1,1,4,13,12,12,15
471,2,2,2,2,1,4,4,4,2,3,5,2,12,11,12,16
472,2,2,3,1,0,4,3,2,1,1,4,0,14,14,16,16
473,2,1,2,1,0,2,4,3,2,3,4,4,10,8,10,16
474,1,3,3,1,0,4,2,4,3,5,3,2,10,11,11,15
475,2,2,2,3,0,5,3,2,1,1,4,0,12,13,14,15
476,2,1,1,1,0,5,4,3,1,1,5,2,10,8,8,16
477,3,3,2,1,0,4,3,3,2,4,3,11,12,10,11,15
478,1,1,2,2,3,3,4,3,1,1,1,0,7,7,8,16
479,2,2,1,1,0,4,5,3,1,1,5,4,9,9,10,17
480,2,3,1,1,1,4,4,4,1,1,2,0,9,9,10,19
481,2,1,3,1,0,5,5,3,1,1,3,2,9,10,11,17
482,1,1,2,1,0,5,2,1,1,3,4,0,9,10,9,15
483,2,2,3,2,0,3,4,5,1,2,1,1,9,10,11,16
484,2,2,1,1,0,4,3,4,1,2,1,6,7,7,8,16
485,2,2,2,2,0,4,3,5,1,2,4,0,11,10,11,17
486,2,2,1,1,1,4,4,3,1,4,3,1,9,10,10,16
487,3,2,2,3,2,3,3,2,1,1,2,6,7,9,10,18
488,1,1,1,3,1,5,3,1,1,1,3,6,7,9,9,19
489,1,1,2,1,1,4,4,3,3,4,4,0,8,9,10,18
490,1,1,2,1,1,3,2,3,1,1,2,4,9,11,10,18
491,1,1,2,2,1,1,1,4,4,1,1,12,7,8,9,19
492,2,2,1,2,0,3,3,2,1,1,3,2,8,10,10,16
493,0,1,2,1,0,2,4,4,3,5,5,5,9,9,10,17
494,1,2,1,2,0,4,4,5,1,3,3,0,8,9,9,16
495,3,3,1,1,0,4,5,4,1,1,4,0,14,13,13,16
496,1,1,1,1,0,4,4,4,2,2,4,2,14,14,14,16
497,3,3,2,4,1,5,4,5,3,4,5,0,10,11,10,17
498,2,1,1,2,0,5,3,3,1,1,1,0,14,13,14,16
499,2,2,1,1,0,4,2,5,1,2,5,0,17,16,16,16
500,1,2,1,1,1,5,3,5,5,5,1,12,6,7,7,17
501,4,3,1,1,0,4,2,5,1,5,5,8,14,12,13,16
502,2,2,3,4,1,1,3,5,3,5,3,2,10,8,9,17
503,1,1,1,4,0,2,2,1,1,1,5,0,14,14,14,16
504,2,2,1,3,0,5,4,5,1,1,1,0,12,13,13,19
505,1,1,2,1,0,4,4,5,1,2,5,0,11,11,11,17
506,3,3,2,2,1,3,3,4,2,4,3,8,11,9,10,20
507,1,1,1,3,0,4,3,3,1,1,3,0,11,11,10,17
508,2,2,3,1,1,4,4,5,1,2,5,0,10,9,9,17
509,1,1,3,2,0,5,3,2,1,1,1,0,16,17,18,16
510,2,2,2,2,0,5,3,2,1,1,1,0,15,17,17,17
511,1,0,2,2,0,4,4,5,1,1,4,1,11,9,10,17
512,1,1,1,2,1,4,3,2,1,1,5,9,7,7,7,18
513,3,1,1,1,0,3,1,3,1,3,1,0,8,6,8,16
514,3,2,1,1,0,3,1,3,1,4,3,2,7,6,7,16
515,1,1,2,2,0,2,3,5,1,4,3,8,9,8,10,18
516,4,4,1,2,0,4,3,3,2,3,2,0,14,16,16,16
517,1,2,2,1,0,5,4,5,1,4,2,0,14,14,15,16
518,2,4,1,2,1,2,3,2,1,3,1,8,8,5,8,18
519,2,1,2,2,0,5,2,1,1,1,2,0,8,7,0,16
520,1,1,3,2,0,4,3,2,1,3,5,6,6,8,8,16
521,2,3,2,2,0,3,3,3,1,1,2,0,8,10,10,16
522,4,4,1,2,0,4,3,4,1,2,3,4,8,8,8,16
523,4,4,1,4,0,5,5,5,5,5,5,2,5,6,6,18
524,3,4,3,2,0,4,2,1,1,1,2,2,7,9,8,16
525,4,4,1,3,0,4,4,3,1,2,5,0,15,14,16,17
526,4,1,1,1,0,4,2,3,1,2,5,1,13,14,14,17
527,2,2,4,3,0,5,1,3,2,2,3,0,10,9,10,16
528,2,2,1,1,0,5,1,3,1,2,5,5,9,9,9,17
529,4,4,2,1,0,5,1,3,1,2,5,1,11,11,11,16
530,3,3,1,1,0,4,1,4,5,5,3,8,7,10,9,17
531,1,1,3,2,0,5,1,3,3,3,1,0,10,10,10,17
532,2,1,2,2,0,4,2,2,1,4,5,2,9,7,8,16
533,2,1,1,2,0,3,2,2,1,1,3,0,14,15,16,16
534,4,4,1,1,0,4,1,2,2,5,5,0,11,12,12,16
535,1,2,3,2,0,5,5,5,1,3,5,11,9,11,10,15
536,2,2,3,4,0,5,4,5,2,3,5,8,13,14,14,15
537,2,1,1,1,0,4,3,3,1,2,5,11,12,13,12,15
538,2,2,1,3,0,4,3,3,2,2,5,2,11,11,11,16
539,4,1,2,2,0,1,2,4,2,2,1,8,9,10,10,16
540,3,2,2,1,0,4,3,3,2,2,1,5,9,11,11,17
541,2,2,2,2,0,5,1,3,1,1,5,0,11,9,11,17
542,4,4,2,3,0,5,3,5,1,4,5,1,10,11,12,16
543,4,4,3,1,3,3,3,3,1,3,5,2,9,9,8,17
544,1,3,2,1,0,5,1,2,3,3,5,2,12,11,12,17
545,3,4,1,2,1,5,4,4,3,4,5,8,8,9,8,17
546,4,4,1,2,0,5,2,5,1,1,5,0,13,15,16,17
547,4,1,1,1,0,4,1,2,2,1,2,0,10,11,11,16
548,1,1,1,2,0,4,5,5,1,2,3,2,11,10,11,17
549,4,2,2,2,0,4,3,3,2,3,5,0,17,18,18,17
550,2,2,2,2,0,4,1,2,2,2,5,0,12,13,13,16
551,3,2,2,2,0,4,1,2,2,2,1,0,13,14,13,17
552,1,1,1,2,2,4,4,3,3,4,4,2,9,9,10,19
553,1,0,1,1,0,4,1,2,1,1,5,4,11,11,12,17
554,1,1,2,1,0,3,5,5,2,2,4,3,10,11,10,17
555,1,2,1,3,0,4,3,4,1,1,3,5,13,14,13,16
556,1,2,1,1,0,4,4,4,2,4,5,4,9,10,11,16
557,3,1,2,2,3,5,4,4,1,1,5,2,7,9,10,17
558,2,2,2,1,0,5,5,5,3,5,5,0,8,13,10,17
559,1,0,3,1,1,4,3,2,1,1,4,0,12,12,13,18
560,1,1,2,1,0,4,5,5,1,3,2,0,10,9,10,17
561,1,1,2,2,0,4,3,3,1,4,5,6,10,9,10,18
562,2,2,1,2,0,5,4,3,1,1,1,0,11,13,12,16
563,2,2,1,1,1,1,2,1,2,3,5,0,7,0,0,17
564,3,2,2,1,0,4,5,5,2,3,5,2,11,9,10,16
565,1,1,2,1,0,4,5,5,2,4,5,0,10,10,9,16
566,1,1,2,1,1,5,3,3,2,3,5,2,9,7,9,18
567,3,2,1,1,1,2,3,1,2,2,5,0,4,0,0,18
568,3,2,2,1,3,3,2,1,1,1,3,4,6,11,9,19
569,3,3,1,2,2,4,4,5,1,3,3,9,4,8,8,18
570,2,2,2,1,0,5,4,3,2,4,4,6,7,8,8,16
571,2,1,2,1,3,4,4,3,1,3,5,4,8,9,9,19
572,3,2,2,2,2,2,5,5,1,1,1,8,5,5,7,16
573,1,1,1,1,0,4,3,2,1,2,5,9,7,9,10,17
574,1,1,2,1,1,4,4,3,2,4,4,12,8,11,10,20
575,4,3,1,1,0,5,4,4,3,4,2,8,10,11,10,18
576,3,2,2,1,0,2,5,5,5,5,5,8,9,10,11,18
577,1,1,3,2,1,5,4,4,3,3,2,8,10,9,11,19
578,3,3,2,2,1,4,5,4,2,3,3,4,8,9,10,17
579,1,3,1,1,0,4,3,3,2,3,3,0,9,10,9,18
580,1,1,3,1,1,4,4,4,3,3,5,4,8,9,10,19
581,1,2,2,2,2,4,3,3,1,1,5,2,6,8,8,18
582,1,1,1,1,0,1,4,4,1,1,5,0,6,8,7,19
583,2,2,2,1,1,5,5,5,1,1,3,0,8,6,0,18
584,0,0,2,1,0,4,4,3,1,1,5,0,10,11,11,17
585,3,1,2,3,0,4,2,3,2,2,3,5,8,7,8,17
586,4,2,1,2,0,5,5,5,1,3,5,0,8,8,0,17
587,2,2,1,2,1,2,3,3,1,2,4,3,7,6,8,18
588,4,1,1,1,0,3,2,2,1,1,5,0,8,10,9,17
589,1,2,1,1,0,5,5,1,1,1,3,0,7,10,10,17
590,1,1,3,2,2,3,4,4,2,2,5,3,7,8,7,18
591,2,2,2,2,0,4,3,5,1,1,1,2,12,13,14,18
592,3,3,2,1,0,4,4,3,1,1,4,0,11,12,13,17
593,1,2,2,2,0,4,4,3,1,2,4,0,12,13,14,18
594,4,4,2,2,0,4,3,5,1,2,1,0,18,18,18,18
595,4,4,1,1,0,5,4,5,1,1,5,3,17,17,17,18
596,4,2,2,2,0,4,3,3,1,2,4,0,17,18,18,17
597,2,2,3,2,1,4,3,3,1,1,4,0,9,0,0,18
598,1,2,2,1,0,4,1,4,5,5,1,8,10,11,11,18
599,4,4,3,1,0,2,5,5,1,1,1,5,12,13,14,18
600,1,1,3,1,0,4,2,3,3,4,4,4,12,13,14,17
601,2,2,2,2,0,1,3,1,1,1,2,4,8,8,10,18
602,2,2,2,3,0,5,4,5,1,4,3,0,11,12,13,18
603,4,2,1,2,0,5,3,1,1,1,5,0,5,0,0,18
604,1,1,3,2,1,4,4,2,1,2,2,2,9,10,10,18
605,1,1,2,1,1,5,5,5,2,3,2,0,5,0,0,19
606,4,2,2,4,0,4,2,3,3,1,5,0,18,18,18,17
607,2,1,2,2,0,5,3,3,1,2,2,5,11,11,12,17
608,1,1,1,2,0,5,2,3,1,2,3,2,8,10,11,18
609,1,2,2,2,0,4,1,1,1,1,4,0,11,11,12,18
610,1,1,2,2,3,3,5,4,1,4,1,0,8,0,0,19
611,2,2,2,3,0,4,2,1,1,1,4,5,14,14,15,18
612,4,3,2,2,1,4,5,5,1,3,2,4,10,11,11,17
613,3,3,1,2,0,5,3,4,1,1,5,0,10,10,10,18
614,4,4,2,2,0,4,3,3,1,2,5,2,12,12,12,17
615,3,2,2,2,0,1,2,3,1,2,5,0,15,14,15,17
616,1,1,2,1,0,3,3,2,1,2,3,2,14,13,14,18
617,1,1,2,3,0,5,3,2,1,1,4,0,19,17,18,18
618,1,2,3,2,0,4,3,4,1,4,5,0,16,15,15,18
619,3,3,2,2,0,4,3,2,1,3,3,6,13,12,13,18
620,4,4,1,2,0,2,3,4,1,1,1,4,15,14,15,17
621,1,2,2,2,0,3,2,2,1,2,3,0,13,13,13,17
622,1,3,2,2,0,3,3,4,2,4,3,0,8,10,9,18
623,4,4,2,3,0,4,2,2,2,2,5,0,15,16,16,18
624,1,1,3,1,1,5,2,1,1,2,1,0,8,8,9,17
625,2,3,2,1,0,5,2,3,1,2,4,0,10,10,10,18
626,4,4,3,2,0,3,2,2,4,2,5,0,7,5,0,18
627,1,2,3,1,0,4,3,3,2,3,3,3,9,10,10,18
628,2,2,1,3,0,3,4,3,1,1,3,8,10,11,12,17
629,1,2,1,1,0,3,5,5,1,3,1,4,7,8,9,17
630,4,4,2,3,0,5,4,4,1,1,1,0,15,17,17,18
631,1,1,4,3,0,4,3,2,1,2,4,4,10,11,12,18
632,1,1,2,2,1,4,3,3,1,1,3,4,7,8,9,19
633,4,4,1,2,0,5,4,3,3,4,2,1,13,14,14,18
634,3,3,1,2,0,4,1,3,1,2,1,1,16,16,16,18
635,3,1,1,2,0,4,5,4,2,3,1,10,8,9,9,17
636,4,4,1,2,0,3,2,4,1,4,2,4,17,18,19,18
637,2,1,2,1,0,4,4,3,1,3,5,0,7,7,0,18
638,2,3,2,2,0,4,4,3,1,1,3,4,14,15,16,17
639,1,1,2,1,1,4,3,2,1,3,5,0,5,8,0,19
640,4,2,2,1,1,5,4,3,4,3,3,0,7,7,0,18
641,2,2,2,3,0,5,3,3,1,3,4,0,14,17,15,18
642,4,3,2,2,0,5,5,4,1,1,1,0,6,9,11,17
643,4,4,3,1,0,4,4,3,2,2,5,4,7,9,10,18
644,2,3,1,3,1,5,4,2,1,2,5,4,10,11,10,19
645,3,1,1,2,0,4,3,4,1,1,1,4,15,15,16,18
646,1,1,2,2,0,1,1,1,1,1,5,6,11,12,9,18
647,3,1,2,1,0,2,4,5,3,4,2,6,10,10,10,17
648,3,2,3,1,0,4,4,1,3,4,5,4,10,11,11,18
